Name,Label,Phone,Email,Address City,Address State,Address Country,OLX Company ID,OLX URL,Ads count,Sample titles,Note
Mowi Poland S.A.,OLX-lead,,,Słupsk,Pomorskie,Poland,445174362,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-CID4-ID17Yxfz.html,1,Pracownik_ Pracownica produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik_ Pracownica produkcji
UPM Adhesive Materials,OLX-lead,,,Biskupice Podgórne,Dolnośląskie,Poland,2546957303,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-pensja-na-start-od-6200-zl-brutto-premie-CID4-ID17YkDe.html,1,Operator/Operatorka Maszyn - Pensja na start od 6200 zł brutto + premie,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/Operatorka Maszyn - Pensja na start od 6200 zł brutto + premie
SWM Poland sp. zo.o,OLX-lead,,,Stryków,Łódzkie,Poland,628892912,https://www.olx.pl/oferta/praca/operator-maszyn-strykow-swm-poland-sp-z-o-o-m-k-CID4-ID17XDgA.html,1,Operator Maszyn - Stryków - SWM Poland sp. z o.o. (M/K),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Maszyn - Stryków - SWM Poland sp. z o.o. (M/K)
Gummi Welz Polen,OLX-lead,,,Trzcianka,Wielkopolskie,Poland,365444826,https://www.olx.pl/oferta/praca/gummi-welz-polen-zatrudni-pracownikow-produkcji-CID4-ID17XBD7.html,1,Gummi Welz Polen zatrudni PRACOWNIKÓW PRODUKCJI,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Gummi Welz Polen zatrudni PRACOWNIKÓW PRODUKCJI
Krzysztof,OLX-lead,,,Ostróda,Warmińsko-mazurskie,Poland,234827599,https://www.olx.pl/oferta/praca/magazynier-ka-w-firmie-produkcyjnej-CID4-ID17Vj3m.html,1,Magazynier/ka w firmie produkcyjnej,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier/ka w firmie produkcyjnej
GLASS PRODUKT Sp. z o. o.,OLX-lead,,,Pyskowice,Śląskie,Poland,65942376,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-linii-produkcyjnej-CID4-ID17WL9F.html,1,"Pracownik produkcji, operator linii produkcyjnej","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji, operator linii produkcyjnej"
Przemyslaw Dudek,OLX-lead,,,Rybnik,Śląskie,Poland,1484867742,https://www.olx.pl/oferta/praca/tynkarzy-szpachlarzy-zlote-raczki-poszukiwan-takze-brygady-CID4-ID17TzAA.html,1,"Tynkarzy, szpachlarzy , złote rączki poszukiwan, także brygady","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Tynkarzy, szpachlarzy , złote rączki poszukiwan, także brygady"
Firma Vigor Sp. z o.o.,OLX-lead,,,Słupsk,Pomorskie,Poland,46491965,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-prasa-krawedziowa-m-k-CID4-ID17Tohw.html,1,Operator maszyn CNC - prasa krawędziowa [m/k],OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn CNC - prasa krawędziowa [m/k]
Amhil Europa Sp. z o.o.,OLX-lead,,,Kartoszyno,Pomorskie,Poland,361714325,https://www.olx.pl/oferta/praca/starszy-operator-maszyn-k-m-umowa-o-prace-kartoszyno-CID4-ID17SaRn.html,1,"Starszy operator maszyn (k/m), umowa o pracę, Kartoszyno","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Starszy operator maszyn (k/m), umowa o pracę, Kartoszyno"
Przemyslaw Plazalski,OLX-lead,,,Brojce,Zachodniopomorskie,Poland,62861158,https://www.olx.pl/oferta/praca/pracownik-produkcji-okien-pcv-CID4-ID17RKV8.html,1,Pracownik produkcji Okien PCV,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji Okien PCV
FRoSTA sp. z o.o.,OLX-lead,,,Bydgoszcz,Kujawsko-pomorskie,Poland,44400545,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-d-CID4-ID17Roou.html,1,Pracownik produkcji (k/m/d),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (k/m/d)
BERGMAN PROFILE,OLX-lead,,,Jelenia Góra,Dolnośląskie,Poland,621507892,https://www.olx.pl/oferta/praca/pracownik-produkcji-bergman-profile-jelenia-gora-CID4-ID17QKAO.html,1,Pracownik produkcji Bergman Profile Jelenia Góra,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji Bergman Profile Jelenia Góra
Private Label Tissue Sp. z o.o.,OLX-lead,,,Rawa Mazowiecka,Łódzkie,Poland,78915575,https://www.olx.pl/oferta/praca/pracownik-linii-produkcyjnej-k-m-CID4-ID17PPuQ.html,1,Pracownik linii produkcyjnej (K/M),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik linii produkcyjnej (K/M)
Track Tec SA,OLX-lead,,,Suwałki,Podlaskie,Poland,31744459,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-track-tec-CID4-ID17My8e.html,1,Pracownik produkcji (K/M) Track Tec,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (K/M) Track Tec
Work Zone Sp. z o.o.,OLX-lead,,,Myszków,Śląskie,Poland,2546694735,https://www.olx.pl/oferta/praca/operator-maszyn-stabilna-praca-od-zaraz-CID4-ID17L4C2.html,1,Operator Maszyn – stabilna praca od zaraz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Maszyn – stabilna praca od zaraz
Dział HR,OLX-lead,,,Lublin,Lubelskie,Poland,2540262825,https://www.olx.pl/oferta/praca/operator-ka-maszyn-cnc-ursus-industries-CID4-ID17Kacz.html,1,Operator/ka maszyn CNC Ursus Industries,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka maszyn CNC Ursus Industries
Carpol Sp zoo,OLX-lead,,,Wiskitki,Mazowieckie,Poland,2548730849,https://www.olx.pl/oferta/praca/pracownik-pracownica-stolarni-CID4-ID17GJk4.html,1,Pracownik/ Pracownica stolarni,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/ Pracownica stolarni
Pijalnie Czekolady E.Wedel,OLX-lead,,,Warszawa,Mazowieckie,Poland,72301908,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-pijalnie-czekolady-e-wedel-CID4-ID17GER8.html,1,Pracownik/pracownica produkcji  - Pijalnie Czekolady E.Wedel,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/pracownica produkcji  - Pijalnie Czekolady E.Wedel
Pro-Inżynier Sp. z o.o.,OLX-lead,,,Źródła,Dolnośląskie,Poland,26516901,https://www.olx.pl/oferta/praca/operator-wozka-widlowego-pracownik-produkcji-zrodla-gm-miekinia-CID4-ID17FZSc.html,1,Operator wózka widłowego - pracownik produkcji / Źródła gm. Miękinia,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator wózka widłowego - pracownik produkcji / Źródła gm. Miękinia
Partners Team,OLX-lead,,,Łowicz,Łódzkie,Poland,23158895,https://www.olx.pl/oferta/praca/pakowanie-slodyczy-lowicz-CID4-ID17FUt0.html,1,Pakowanie słodyczy / Łowicz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pakowanie słodyczy / Łowicz
Sławomir Sokołowski,OLX-lead,,,Piotrków Trybunalski,Łódzkie,Poland,47855861,https://www.olx.pl/oferta/praca/pracownik-produkcji-kobiety-i-mezczyzni-CID4-ID17FDFV.html,1,Pracownik Produkcji (kobiety i mężczyźni),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (kobiety i mężczyźni)
PPUH Meble Grzegorz Masztalerz,OLX-lead,,,Ostrzeszów,Wielkopolskie,Poland,280418768,https://www.olx.pl/oferta/praca/pracownik-produkcji-mebli-CID4-ID17Ei2B.html,1,Pracownik Produkcji Mebli,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji Mebli
SumiRiko,OLX-lead,,,Sosnowiec,Śląskie,Poland,47481307,https://www.olx.pl/oferta/praca/operator-operatorka-linii-produkcyjnej-bezposrednio-pod-firma-CID4-ID17BmD1.html,1,Operator/Operatorka Linii Produkcyjnej (bezpośrednio pod firmą),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/Operatorka Linii Produkcyjnej (bezpośrednio pod firmą)
Rex-Bud Budownictwo Sp. z o.o. S.K.A.,OLX-lead,,,Zgierz,Łódzkie,Poland,1101066543,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-n-CID4-ID17Ar5U.html,1,Pracownik Produkcji (m/k/n).,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (m/k/n).
LEANN Stańczyk S.A.,OLX-lead,,,Słupsk,Pomorskie,Poland,297674587,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-magazynier-operator-wozka-widl-oraz-suwnicyk-m-CID4-ID17z1zA.html,1,Osoba na stanowisko: Magazynier/Operator wózka widł. oraz suwnicy(k/m),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba na stanowisko: Magazynier/Operator wózka widł. oraz suwnicy(k/m)
Andrzej,OLX-lead,,,Pruszków,Mazowieckie,Poland,788864498,https://www.olx.pl/oferta/praca/kierownik-ds-produkcji-CID4-ID17yDJE.html,1,Kierownik ds. Produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Kierownik ds. Produkcji
Rekrutacja,OLX-agencja,,,Świebodzice,Dolnośląskie,Poland,18118415,https://www.olx.pl/oferta/praca/operator-wytlaczarki-metal-plast-swiebodzice-CID4-ID17vupb.html,1,Operator wytłaczarki Metal-Plast Świebodzice,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator wytłaczarki Metal-Plast Świebodzice
Volodymyr,OLX-lead,,,Ożarów,Mazowieckie,Poland,2435731607,https://www.olx.pl/oferta/praca/womeble-CID4-ID17w8m8.html,1,МЕБЛІ - РОБОТА Монтажник меблів компанія WoMeble монтаж меблі на вимір,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: МЕБЛІ - РОБОТА Монтажник меблів компанія WoMeble монтаж меблі на вимір
Paulina,OLX-lead,,,Nekla,Wielkopolskie,Poland,879811583,https://www.olx.pl/oferta/praca/praca-na-produkcji-dla-kazdego-szukasz-stabilnej-pracydolacz-do-nas-CID4-ID17t4jZ.html,1,Praca na produkcji- dla każdego! Szukasz stabilnej pracy?Dołącz do nas,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji- dla każdego! Szukasz stabilnej pracy?Dołącz do nas
HR -  Albatros Sp. z o.o. Sp.K.,OLX-lead,,,Nowe Czarnowo,Zachodniopomorskie,Poland,1052476276,https://www.olx.pl/oferta/praca/operator-maszyn-i-urzadzen-pralniczych-praca-w-systemie-ii-zmianowym-CID4-ID17sQpK.html,1,Operator maszyn i urządzeń pralniczych - praca w systemie II zmianowym,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn i urządzeń pralniczych - praca w systemie II zmianowym
Quality Center Sp. z o.o.,OLX-lead,,,Toruń,Kujawsko-pomorskie,Poland,41062851,https://www.olx.pl/oferta/praca/praca-zdalna-konsultant-telefoniczny-CID4-ID17s73Q.html,1,Praca zdalna - Konsultant Telefoniczny,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca zdalna - Konsultant Telefoniczny
Greenbrier Poland - HR Team,OLX-lead,,,Świdnica,Dolnośląskie,Poland,2247885604,https://www.olx.pl/oferta/praca/oczyszczacz-konstrukcji-stalowych-k-m-CID4-ID17qe4e.html,1,Oczyszczacz Konstrukcji Stalowych (K/M),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Oczyszczacz Konstrukcji Stalowych (K/M)
Hitachi Energy Poland Sp. z o.o.,OLX-lead,,,Łódź,Łódzkie,Poland,487478218,https://www.olx.pl/oferta/praca/operator-operatorka-obsluga-agregatu-do-ciecia-blachy-CID4-ID17q70R.html,1,Operator/Operatorka - obsługa agregatu do cięcia blachy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/Operatorka - obsługa agregatu do cięcia blachy
Tegometall WSP Polska Sp. z o.o.,OLX-lead,,,Pniewy,Wielkopolskie,Poland,688051003,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-pomocnicza-lakiernia-pniewy-CID4-ID17nVcc.html,1,Pracownik Pracowniczka pomocnicza- Lakiernia Pniewy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Pracowniczka pomocnicza- Lakiernia Pniewy
Dział Personalny,OLX-lead,,,Żary,Lubuskie,Poland,1742150244,https://www.olx.pl/oferta/praca/robotnik-porzadkowy-produkcji-konserwator-stabilna-praca-CID4-ID17jdZl.html,1,Robotnik Porządkowy Produkcji/ Konserwator - Stabilna Praca,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Robotnik Porządkowy Produkcji/ Konserwator - Stabilna Praca
Asprod S.A.,OLX-lead,,,Szczecin,Zachodniopomorskie,Poland,1009058520,https://www.olx.pl/oferta/praca/pracownik-pracownica-piekarni-obsluga-krajalnicy-CID4-ID17hvtu.html,1,Pracownik/Pracownica Piekarni Obsługa krajalnicy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/Pracownica Piekarni Obsługa krajalnicy
ZPUH OSKA,OLX-lead,,,Przyłęki,Kujawsko-pomorskie,Poland,2548582631,https://www.olx.pl/oferta/praca/operator-k-m-centrum-obrobczego-cnc-CID4-ID17gRCK.html,1,Operator (K/M) centrum obróbczego CNC,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator (K/M) centrum obróbczego CNC
Emil,OLX-lead,,,Wrocław,Dolnośląskie,Poland,1410776690,https://www.olx.pl/oferta/praca/ladowacz-operator-smieciarki-CID4-ID17enqn.html,1,Ładowacz/operator śmieciarki,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Ładowacz/operator śmieciarki
praca,OLX-lead,,,Nowa Sól,Lubuskie,Poland,2548809659,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-pracownik-produkcyjno-logistyczny-CID4-ID17ehKS.html,1,osoba na stanowisko:  pracownik produkcyjno-logistyczny,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: osoba na stanowisko:  pracownik produkcyjno-logistyczny
rekrutacje,OLX-lead,,,Katowice,Śląskie,Poland,2548397352,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-x-katowice-murcki-CID4-ID174K2y.html,1,Pracownik produkcji (K/M/X)  Katowice Murcki,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (K/M/X)  Katowice Murcki
Sławomir,OLX-lead,,,Stryszawa,Małopolskie,Poland,546203879,https://www.olx.pl/oferta/praca/praca-w-gift-4ever-dla-studenta-zaocznego-CID4-ID170Pl8.html,1,Praca w Gift-4ever – dla studenta zaocznego,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca w Gift-4ever – dla studenta zaocznego
Grupa No Problem Filip Sawicki,OLX-lead,,,Lwówek,Wielkopolskie,Poland,870211320,https://www.olx.pl/oferta/praca/operator-maszyn-zbrojarskich-operator-suwnicy-CID4-ID16XSmL.html,1,Operator maszyn zbrojarskich/ operator suwnicy,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn zbrojarskich/ operator suwnicy
INTERPRINT Polska Sp. z o.o.,OLX-lead,,,Ozorków,Łódzkie,Poland,759377493,https://www.olx.pl/oferta/praca/pracownik-produkcji-pomocnik-k-m-CID4-ID16QXzO.html,1,Pracownik Produkcji -Pomocnik (K/M),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji -Pomocnik (K/M)
Rekruter,OLX-lead,,,Sosnowiec,Śląskie,Poland,1063195579,https://www.olx.pl/oferta/praca/technik-kontroli-jakosci-CID4-ID16Ngmn.html,1,Technik Kontroli Jakości,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Technik Kontroli Jakości
Małgorzata,OLX-lead,,,Łódź,Łódzkie,Poland,1542015122,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-frezer-tokarz-CID4-ID16JAq8.html,1,Operator maszyn CNC - frezer - tokarz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn CNC - frezer - tokarz
Polmo Gniezno,OLX-lead,,,Gniezno,Wielkopolskie,Poland,45833053,https://www.olx.pl/oferta/praca/praca-na-produkcji-dla-operatora-rki-tokarki-frezarki-CID4-ID16JkMN.html,1,Praca na produkcji dla  Operatora /rki tokarki frezarki,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji dla  Operatora /rki tokarki frezarki
MET-EUROSYSTEM SP. Z O.O.,OLX-lead,,,Piaseczno,Mazowieckie,Poland,26128585,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-mlodszy-operator-maszyn-cnc-lasery-k-m-n-CID4-ID16HTmW.html,1,Operator maszyn CNC / Młodszy Operator maszyn CNC - Lasery   (k/m/n),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn CNC / Młodszy Operator maszyn CNC - Lasery   (k/m/n)
RONAL GROUP,OLX-lead,,,Wałbrzych,Dolnośląskie,Poland,459684285,https://www.olx.pl/oferta/praca/ronal-group-operator-procesu-produkcyjnego-wytapiacz-CID4-ID16GbQB.html,1,Ronal Group: Operator procesu produkcyjnego - Wytapiacz,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Ronal Group: Operator procesu produkcyjnego - Wytapiacz
Harvest Polska Sp. z o.o.,OLX-lead,,,Gdańsk,Pomorskie,Poland,2548196365,https://www.olx.pl/oferta/praca/fabryka-paneli-betonowych-zbrojarz-CID4-ID16Excw.html,1,Fabryka paneli betonowych.Zbrojarz.Арматурщики-изгот. простой арматуру,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Fabryka paneli betonowych.Zbrojarz.Арматурщики-изгот. простой арматуру
JFK Group,OLX-lead,,,Mikołów,Śląskie,Poland,79120657,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-zbrojarskich-CID4-ID16BIB5.html,1,Operator Operatorka maszyn zbrojarskich,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Operatorka maszyn zbrojarskich
ZPM Biernacki Skup i Hodowla Bydła Sp. z o.o.,OLX-lead,,,Mszczyczyn,Wielkopolskie,Poland,1330874074,https://www.olx.pl/oferta/praca/osoba-wykonujaca-prace-gospodarcze-CID4-ID16vOjG.html,1,Osoba wykonująca prace gospodarcze,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba wykonująca prace gospodarcze
ABM Jędraszek sp. j.,OLX-lead,,,Pabianice,Łódzkie,Poland,473933049,https://www.olx.pl/oferta/praca/praca-przy-produkcji-okien-pcv-i-aluminium-CID4-ID16sjvM.html,1,Praca przy produkcji okien PCV i Aluminium,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy produkcji okien PCV i Aluminium
Ola,OLX-lead,,,Wałbrzych,Dolnośląskie,Poland,74244712,https://www.olx.pl/oferta/praca/operator-operatorka-produkcji-walbrzych-CID4-ID16rdFW.html,1,Operator/ Operatorka produkcji - Wałbrzych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ Operatorka produkcji - Wałbrzych
Magdalena,OLX-lead,,,Polkowice,Dolnośląskie,Poland,1497592350,https://www.olx.pl/oferta/praca/praca-polkowice-automatyczna-obsluga-wagonow-kolejowych-CID4-ID16qmML.html,1,Praca Polkowice ! Automatyczna obsługa wagonów kolejowych,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca Polkowice ! Automatyczna obsługa wagonów kolejowych
Globmetal,OLX-lead,,,Koszalin,Zachodniopomorskie,Poland,47131465,https://www.olx.pl/oferta/praca/operator-ka-cnc-tokarka-frezarka-CID4-ID16oDAV.html,1,Operator/ka CNC - Tokarka / Frezarka,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka CNC - Tokarka / Frezarka
biuro.cudnatury,OLX-lead,,,Bielice,Warmińsko-mazurskie,Poland,1326348788,https://www.olx.pl/oferta/praca/zatrudnie-w-zakladzie-produkcji-wod-mineralnych-i-napojow-kania-CID4-ID16dG1D.html,1,zatrudnię w zakładzie produkcji wód mineralnych i napojów KANIA,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: zatrudnię w zakładzie produkcji wód mineralnych i napojów KANIA
Karolina,OLX-lead,,,Wałbrzych,Dolnośląskie,Poland,35128137,https://www.olx.pl/oferta/praca/operator-produkcji-k-m-CID4-ID16bhRa.html,1,Operator Produkcji  (K/M),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Produkcji  (K/M)
Tyco Electronics Polska Sp. z o.o.,OLX-lead,,,Bydgoszcz,Kujawsko-pomorskie,Poland,21462145,https://www.olx.pl/oferta/praca/operator-maszyn-produkcyjnych-k-m-n-CID4-ID166uxJ.html,1,Operator Maszyn Produkcyjnych [K/M/N],OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Maszyn Produkcyjnych [K/M/N]
Marcelina,OLX-lead,,,Kołobrzeg,Zachodniopomorskie,Poland,25492703,https://www.olx.pl/oferta/praca/pracownik-zaladunku-pakowanie-okien-na-stojaki-CID4-ID161Ghs.html,1,Pracownik załadunku - pakowanie okien na stojaki,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik załadunku - pakowanie okien na stojaki
Europa Systems,OLX-lead,,,Żabów,Zachodniopomorskie,Poland,560482258,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-CID4-ID160Im8.html,1,Operator maszyn CNC,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn CNC
Arleta Fujak,OLX-lead,,,Imielin,Śląskie,Poland,1291754981,https://www.olx.pl/oferta/praca/operator-maszyn-do-formowania-blach-k-m-CID4-ID15ZPwP.html,1,Operator maszyn do formowania blach ( K/M ),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn do formowania blach ( K/M )
Mondelez International Sp. z o.o. Fabryka Czekolady w Jankowicach,OLX-lead,,,Tarnowo Podgórne,Wielkopolskie,Poland,45537391,https://www.olx.pl/oferta/praca/praca-mondelez-operator-operatorka-formowania-premie-dodatki-CID4-ID15T6Bv.html,1,"Praca Mondelez - Operator/Operatorka Formowania - premie, dodatki","OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca Mondelez - Operator/Operatorka Formowania - premie, dodatki"
BAGPAK Sp. z o.o.,OLX-lead,,,Stalowa Wola,Podkarpackie,Poland,240578697,https://www.olx.pl/oferta/praca/bagpak-polska-sp-z-o-o-zatrudni-operatora-konserwatora-maszyn-k-m-CID4-ID15QdkO.html,1,Bagpak Polska Sp. z o.o. zatrudni Operatora konserwatora maszyn (k/m),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Bagpak Polska Sp. z o.o. zatrudni Operatora konserwatora maszyn (k/m)
ASC WORKERS SP. z O.O.,OLX-lead,,,Krzeszów,Dolnośląskie,Poland,48013539,https://www.olx.pl/oferta/praca/kontroler-jakosci-krzeszow-CID4-ID15Mo1v.html,1,Kontroler Jakości - Krzeszów,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Kontroler Jakości - Krzeszów
AGC Automotive Poland Sp. z o.o.,OLX-lead,,,Słupsk,Pomorskie,Poland,23462463,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-agc-automotive-poland-slupsk-CID4-ID15Kf6n.html,1,pracownik produkcyjny - AGC Automotive Poland Słupsk,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: pracownik produkcyjny - AGC Automotive Poland Słupsk
Demant,OLX-lead,,,Mierzyn,Zachodniopomorskie,Poland,209807045,https://www.olx.pl/oferta/praca/team-leader-w-obszarze-produkcji-CID4-ID15K5Bn.html,1,Team leader w obszarze produkcji,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Team leader w obszarze produkcji
Filip Dyszer,OLX-lead,,,Cewice,Pomorskie,Poland,761902500,https://www.olx.pl/oferta/praca/pracownik-rozbioru-miesa-CID4-ID15IVqm.html,1,Pracownik rozbioru mięsa,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik rozbioru mięsa
jolanta.baumann,OLX-lead,,,Karlino,Zachodniopomorskie,Poland,2547109549,https://www.olx.pl/oferta/praca/operator-linii-produkcyjnej-CID4-ID15H5jE.html,1,Operator linii produkcyjnej,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator linii produkcyjnej
Business Care Poland Sp. z o.o.,OLX-lead,,,Białystok,Podlaskie,Poland,578234473,https://www.olx.pl/oferta/praca/praca-na-produkcji-w-bialymstoku-CID4-ID15rHKk.html,1,Praca na produkcji w Białymstoku,OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji w Białymstoku
Cynk - Mal S.A.,OLX-lead,,,Legnica,Dolnośląskie,Poland,14847621,https://www.olx.pl/oferta/praca/operator-produkcji-kobieta-mezczyzna-CID4-ID15qXkO.html,1,Operator produkcji (kobieta/mężczyzna),OLX: 1 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator produkcji (kobieta/mężczyzna)
