"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
"BorgWarner eMobility Poland sp. z o.o.","","","","","Błonie",Mazowieckie,Polska,"Produkcja ogólna",2,2025-05-13,2025-02-20,1016020120,https://www.olx.pl/oferta/praca/technik-techniczka-produkcji-darmowy-transport-CID4-ID15NFSr.html,"Technik/Techniczka Produkcji *Darmowy Transport*"
Oliwia,"","","","",Mosina,Wielkopolskie,Polska,"Produkcja ogólna",2,2025-04-23,2022-05-26,69437888,https://www.olx.pl/oferta/praca/pracownik-produkcji-mroznia-CID4-IDPmhUZ.html,"Pracownik działu utrzymania ruchu - ubojnia,Pracownik produkcji - Mroźnia"
"Radosław Turek","","","","","Lisi Ogon",Kujawsko-pomorskie,Polska,"Przemysł metalowy / obróbka",2,2025-03-28,2020-11-10,15378521,https://www.olx.pl/oferta/praca/spawacz-alu-stali-tig-mig-mag-CID4-IDHiGOw.html,"Pracowników warsztatowych do produkcji reklam świe,Spawacz alu/stali Tig/Mig/Mag"
Filip,"","","","",Luzino,Pomorskie,Polska,"Produkcja ogólna",2,2025-03-21,2024-08-20,75641379,https://www.olx.pl/oferta/praca/pracownik-produkcji-drzwi-CID4-ID151Rus.html,"Pracownik produkcji drzwi,Pracownik działu aluminium"
"Rosinski Packaging Sp. z o.o.","","","","","Bielsko-Biała","Śląskie",Polska,Magazyn,2,2025-03-11,2022-08-19,250611113,https://www.olx.pl/oferta/praca/przyjmowanie-towaru-z-produkcji-do-magazynu-dzial-kontroli-jakosci-CID4-IDQwKcS.html,"Konstruktor / Konstruktorka form wtryskowych i det,Przyjmowanie towaru z produkcji do magazynu (dział"
Angelika,"","","","","Ostróda","Warmińsko-mazurskie",Polska,"Produkcja ogólna",2,2025-02-18,2024-12-05,13197205,https://www.olx.pl/oferta/praca/osoba-w-dziale-wyrobow-gotowych-CID4-ID14v3tf.html,"Osoba w dziale wyrobów gotowych,Krawiec / Krawcowa w dziale szwalni"
MAJAMI,"","","","","Bełchatów","Łódzkie",Polska,"Produkcja ogólna",2,2024-08-07,2024-08-07,72361766,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-dozowni-i-warzelni-CID4-ID11m1Ke.html,"Operator / Operatorka linii produkcyjnej i maszyn,Pracownik / Pracowniczka dozowni i warzelni"
Mokate,"","","","","Ustroń","Śląskie",Polska,"Produkcja ogólna",2,2024-05-13,2020-08-24,40767271,https://www.olx.pl/oferta/praca/osoba-obslugujaca-mieszalnie-CID4-IDGetBA.html,"Osoba Obsługująca Mieszalnie,Osoba do obsługi mieszalni Mokate S.A."
"Decora S.A.","","","","",Jarocin,Wielkopolskie,Polska,"Produkcja ogólna",2,2024-04-26,2023-03-02,63740210,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-rozwoj-produkcji-praca-od-zaraz-CID4-IDZTPco.html,"Pracownik/Pracownica Produkcji_rozwój produkcji/pr,Operator/Operatorka maszyn - produkcja_Środa Wielk"
MONIKA,"","","","",Jelcz-Laskowice,"Dolnośląskie",Polska,"Produkcja ogólna",2,2024-03-22,2023-10-16,65458258,https://www.olx.pl/oferta/praca/operator-ka-lekka-praca-przy-produkcji-wyrobow-medycznych-leg-jelcz-CID4-IDVSkph.html,"OPERATOR/KA lekka praca przy produkcji wyrobów med,Kontroler/ka Jakości - Steripack Medical Poland - "
"ES SYSTEM K SP Z O.O.","","","","",Wolbrom,"Małopolskie",Polska,"Produkcja ogólna",2,2023-05-24,2023-04-12,228442831,https://www.olx.pl/oferta/praca/pracownik-produkcji-wydzial-obrobki-szkla-k-m-CID4-IDU3wEW.html,"Pracownik Produkcji - Wydział Obróbki Szkła (k/m),Operator maszyn ES SYSTEM K (K/M)"
IdeaShirt.pl,"","","","",Zgorzelec,"Dolnośląskie",Polska,"Produkcja ogólna",2,2022-06-19,2020-03-04,35209855,https://www.olx.pl/oferta/praca/pracownik-drukarni-operator-drukarek-tekstylnych-ideashirt-pl-CID4-IDPF5ta.html,"Pracownik Drukarni/ Operator Drukarek Tekstylnych ,Pracownik Drukarni IdeaShirt.pl"
"Alpla Opakowania z Tworzyw Sztucznych","","","","","Nowy Dwór Mazowiecki",Mazowieckie,Polska,"Pakowanie / FMCG",2,2021-08-26,2021-02-05,308731472,https://www.olx.pl/oferta/praca/pracownik-produkcji-alpla-nowy-dwor-mazowiecki-k-m-x-CID4-IDL9Bqp.html,"Pracownik Produkcji ALPLA Nowy Dwór Mazowiecki (k,,Pakowaczka/Pakowacz (k,m,x)"
"Greek Trade","","","","","Konstantynów Łódzki","Łódzkie",Polska,"Produkcja ogólna",2,2021-08-24,2021-08-24,14562047,https://www.olx.pl/oferta/praca/zatrudnimy-do-dzialu-produkcji-3-zmiany-CID4-IDL7eMa.html,"Rekrutujemy do Działu Produkcji (3 zmiany),Zatrudnimy do Działu Produkcji (3 zmiany)"
"Przedsiębiorstwo HYDROMEL Sp. z o.o.","","","","","Siemianowice Śląskie","Śląskie",Polska,"Produkcja ogólna",2,2021-07-21,2021-05-18,14459401,https://www.olx.pl/oferta/praca/specjalista-ofertowania-pracownik-do-spraw-wycen-CID4-IDJUYWh.html,"Ślusarz, pracownik produkcji, pucer, palacz, malar,Specjalista ofertowania, pracownik do spraw wycen"
biuro,"","","","",Legnica,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,1074697557,https://www.olx.pl/oferta/praca/operator-produkcji-praca-na-juz-czekamy-wlasnie-na-ciebie-CID4-ID1aNKK3.html,"Operator produkcji - Praca na już! Czekamy właśnie"
"Texen Poland Sp z o.o.","","","","",Mielec,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,1506805899,https://www.olx.pl/oferta/praca/praca-wakacyjna-na-produkcji-CID4-ID1aO2l1.html,"Praca wakacyjna na produkcji"
Joanna,"","","","",Drzewica,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,1580564238,https://www.olx.pl/oferta/praca/pomocnik-pomocniczka-operatora-maszyn-i-urzadzen-CID4-ID1aNPus.html,"POMOCNIK/ POMOCNICZKA OPERATORA MASZYN I URZĄDZEŃ"
Tomasz,"","","","",Szamocin,Wielkopolskie,Polska,"Przemysł metalowy / obróbka",1,2026-05-25,2026-05-25,17186469,https://www.olx.pl/oferta/praca/tokarz-konwencjonalny-mozliwosc-przyuczenia-CID4-ID1aNIdG.html,"TOKARZ KONWENCJONALNY (możliwość przyuczenia)"
Marcin,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,19793137,https://www.olx.pl/oferta/praca/praca-pracownik-produkcji-k-m-rolety-zewnetrzne-zaluzje-fasadowe-CID4-ID1aNKYq.html,"Praca Pracownik Produkcji (K/M) rolety zewnętrzne "
BiuroH,"","","","",Chmielek,Lubelskie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,2494421828,https://www.olx.pl/oferta/praca/zatrudnie-pilarza-CID4-ID1aNVMf.html,"Zatrudnię pilarza"
"ZAKŁADY MIĘSNE ZAKRZEWSCY","","","","","Kosów Lacki",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,25072273,https://www.olx.pl/oferta/praca/brygadzista-produkcji-miesa-mielonego-k-m-CID4-ID1aNNgm.html,"Brygadzista produkcji mięsa mielonego k/m"
"Włodzimierz Mazur","","","","",Gliwice,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,2552465596,https://www.olx.pl/oferta/praca/operator-okleiniarki-pily-panelowej-CID4-ID1aNT7X.html,"operator okleiniarki & piły panelowej"
"Odlewnia Kutno Sp. z o. o","","","","",Kutno,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,343088333,https://www.olx.pl/oferta/praca/pracownik-fizyczny-szlifowanie-odlewow-zeliwnych-umowa-zlecenie-CID4-ID1aNRfg.html,"Pracownik fizyczny – szlifowanie odlewów żeliwnych"
"Pal-Mal Grzegorz Pyszowski","","","","",Pigany,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,36430863,https://www.olx.pl/oferta/praca/zatrudnie-pracownika-do-pracy-przy-produkcji-plandek-CID4-ID1aNOBH.html,"ZATRUDNIĘ pracownika do pracy przy produkcji pland"
"STANISZEWSCY BETON SP. J.","","","","",Olsztyn,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,44503185,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-operatora-hds-CID4-ID1aNL0U.html,"osoba na stanowisko operatora HDS"
"Agata Włodarz","","","","","Tarnowo Podgórne",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,45835545,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aNQcq.html,"Pracownik produkcji"
PEPSICO,"","","","","Środa Śląska","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,589913350,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-praca-pepsico-produkcja-CID4-ID1aNTwX.html,"Operator / operatorka maszyn / praca / PEPSICO / p"
"Bartosz Nosewicz","","","","","Lidzbark Warmiński","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,628924947,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-k-m-CID4-ID1aNUsw.html,"Pracownik produkcyjny (K/M)"
"L & M","","","","","Stanisław Górny","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,71288356,https://www.olx.pl/oferta/praca/szukamy-pracownika-do-produkcji-obuwia-damskiego-i-meskiego-z-doswiadczeniem-rozroj-montaz-CID4-ID1aNHHs.html,"Szukamy pracownika do produkcji obuwia damskiego i"
"Marbach Polska","","","","",Kielce,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,74427922,https://www.olx.pl/oferta/praca/montaz-wykrojnikow-CID4-ID1aNLKh.html,"Montaż wykrojników"
"Stadler Środa Sp. z o.o","","","","","Środa Wielkopolska",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-25,2026-05-25,77769547,https://www.olx.pl/oferta/praca/slusarz-prostowacz-konstrukcji-stalowych-stadler-m-k-CID4-ID1aNJ5p.html,"Ślusarz- Prostowacz konstrukcji stalowych STADLER "
"Wszystko czego potrzebujesz","","","","",Gniewkowo,Kujawsko-pomorskie,Polska,"Pakowanie / FMCG",1,2026-05-24,2026-05-24,2549754239,https://www.olx.pl/oferta/praca/oferta-pracy-pakowanie-CID4-ID1aN5OS.html,"Oferta pracy - pakowanie"
"Agata Jaworska","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-24,2026-05-24,818583945,https://www.olx.pl/oferta/praca/monter-monterka-linii-kablowych-k-m-CID4-ID1aNyrA.html,"Monter / Monterka Linii Kablowych (K/M)"
Mariusz,"","","","",Strzegom,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-23,2026-05-23,1222226804,https://www.olx.pl/oferta/praca/szukam-operatora-lupiarki-CID4-ID1aMHvR.html,"Szukam operatora łupiarki"
"Mikołaj","","","","",Radom,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-23,2026-05-23,1375814348,https://www.olx.pl/oferta/praca/praca-konstruktor-technolog-k-m-CID4-ID1aMpYW.html,"Praca Konstruktor/Technolog [k/m]"
Piotr,"","","","",Radom,Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2026-05-23,2026-05-23,39838457,https://www.olx.pl/oferta/praca/operator-tokarek-cnc-CID4-ID1aMrlK.html,"Operator Tokarek CNC"
Joanna,"","","","","Słupca",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1022882110,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-x-slupca-CID4-ID1aLC13.html,"pracownik produkcji (K/M/X)- Słupca"
Nataliia,"","","","","Ostrów Wielkopolski",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,10293237,https://www.olx.pl/oferta/praca/pracownik-produkcji-roslinnej-agronom-CID4-ID1aLQHy.html,"Pracownik Produkcji Roślinnej/ Agronom"
"Joy Global","","","","",Tychy,"Śląskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-22,2026-05-22,1054046432,https://www.olx.pl/oferta/praca/operator-wytaczarki-cnc-k-m-CID4-ID1aLBEO.html,"Operator wytaczarki CNC (k/m)"
"Tubes International sp. z o.o.","","","","","Poznań",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1205573624,https://www.olx.pl/oferta/praca/pomocnik-montera-k-m-CID4-ID1aLvm0.html,"Pomocnik montera  (k/m)"
biuro.metpol.b,"","","","",Cieszyn,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1210967742,https://www.olx.pl/oferta/praca/osoba-do-prac-monterskich-slusarskich-cieszyn-CID4-ID1aLuGE.html,"Osoba do prac monterskich, ślusarskich Cieszyn"
"SEPPA Sp. z o.o.","","","","",Warszewice,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1271329539,https://www.olx.pl/oferta/praca/operator-operatorka-maszyny-pracownik-produkcji-CID4-ID1aLBPQ.html,"Operator/operatorka maszyny, pracownik produkcji"
"Łukbut Sp. z o.o.","","","","","Łuków",Lubelskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1324070548,https://www.olx.pl/oferta/praca/pracownik-fizyczny-CID4-ID1aLSGo.html,"pracownik fizyczny"
Proplast,"","","","",Plewiska,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,13282641,https://www.olx.pl/oferta/praca/praca-na-produkcji-plewiska-CID4-ID1aLxr1.html,"praca na produkcji Plewiska"
Adam,"","","","","Chorzów","Śląskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1345750510,https://www.olx.pl/oferta/praca/stolarz-meblowy-na-pelen-etat-od-zaraz-CID4-ID1aM7IK.html,"Stolarz meblowy na pełen etat OD ZARAZ"
"Smartsol-HR Sp. z o.o","","","","","Stalowa Wola",Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1370594951,https://www.olx.pl/oferta/praca/stala-praca-od-zaraz-umowa-o-prace-6200-9000-zl-netto-produkcja-CID4-ID1aLHV4.html,"Stała praca od zaraz - umowa o pracę - 6200-9000 z"
A.Sulowska,"","","","","Grójec",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1440359405,https://www.olx.pl/oferta/praca/operator-maszyn-bez-uprawnien-m-k-CID4-ID1aLBPX.html,"Operator maszyn - bez uprawnień (m/k)"
"San Pajda","","","","","Jarosław",Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1471045629,https://www.olx.pl/oferta/praca/rekrutacja-na-stanowisko-specjalista-ds-jakosci-CID4-ID1aLE8c.html,"Rekrutacja na stanowisko Specjalista ds. Jakości"
Marta,"","","","",Pleszew,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,14895195,https://www.olx.pl/oferta/praca/kierownik-zmiany-w-pralni-przemyslowej-CID4-ID1aLJAB.html,"Kierownik zmiany w pralni przemysłowej"
"Rolmarket Sp. z o.o. Sp. k.","","","","","Cieśle",Mazowieckie,Polska,"Pakowanie / FMCG",1,2026-05-22,2026-05-22,16134233,https://www.olx.pl/oferta/praca/pracownik-produkcji-pakowanie-i-konfekcjonowanie-CID4-ID1aLJBn.html,"Pracownik produkcji – pakowanie i konfekcjonowanie"
"Konszewicz Domy Modułowe Sp. z o.o.","","","","","Słupsk",Pomorskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,1627031450,https://www.olx.pl/oferta/praca/brygadzista-lider-produkcji-hala-prefabrykacji-domow-CID4-ID1aLELx.html,"Brygadzista / Lider Produkcji – hala prefabrykacji"
Konstech,"","","","",Jaworzno,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2001970072,https://www.olx.pl/oferta/praca/pracownik-montazowy-CID4-ID1aLtbX.html,"Pracownik montażowy"
"Konrad Kozioł","","","","","Łódź","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,205078347,https://www.olx.pl/oferta/praca/pracownik-fizyczny-do-przerobu-zlomu-puszek-aluminiowych-CID4-ID1aLrYi.html,"Pracownik fizyczny do przerobu złomu puszek alumin"
"Sam Dong Europe","","","","","Kostrzyn nad Odrą",Lubuskie,Polska,"Elektryka / Automatyka / UR",1,2026-05-22,2026-05-22,215477167,https://www.olx.pl/oferta/praca/samdong-kandydat-tka-na-stanowisko-specjalista-ds-elektroautomatyki-CID4-ID1aLTkd.html,"SamDong_  kandydat/tka na stanowisko:  Specjalista"
"PGB Human Resources","","","","","Środa Wielkopolska",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2364253601,https://www.olx.pl/oferta/praca/manager-utrzymania-ruchu-kierownik-utrzymania-ruchu-k-m-CID4-ID1aLCSZ.html,"Manager Utrzymania Ruchu / Kierownik Utrzymania Ru"
Agnieszka,"","","","",Koszalin,Zachodniopomorskie,Polska,"Kontrola jakości",1,2026-05-22,2026-05-22,243648571,https://www.olx.pl/oferta/praca/laborant-kontroler-jakosci-CID4-ID1aLKXU.html,"LABORANT / Kontroler jakości"
"KLC SEEDS   -  CENTRALA NASIENNA","","","","","Ostrowiec Świętokrzyski","Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,250915039,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-maszyn-CID4-ID1aLTLx.html,"Pracownik produkcji, operator maszyn"
"HEATQ TECHNOLOGY SP. Z O.O.","","","","","Gdańsk",Pomorskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2509990442,https://www.olx.pl/oferta/praca/monter-slusarz-k-m-CID4-ID1aLUKr.html,"Monter / Ślusarz (K/M)"
"Mattsol Power","","","","","Głogów","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2541018279,https://www.olx.pl/oferta/praca/stolarz-monter-domy-drewniane-modulowe-belgia-CID4-ID1aM2SX.html,"STOLARZ / MONTER - domy drewniane modułowe - Belgi"
Plastix,"","","","",Mielec,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2546236618,https://www.olx.pl/oferta/praca/operator-wtryskarki-praca-2-zmianowa-CID4-ID1aLRvA.html,"Operator Wtryskarki Praca 2 zmianowa"
Krzysztof,"","","","",Janowiec,Lubuskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2546294184,https://www.olx.pl/oferta/praca/pracownik-produkcj-poszukiwany-CID4-ID1aMaZi.html,"Pracownik produkcj poszukiwany"
"PROMOT ZAKŁADY METALOWE Sp. z o.o.","","","","",Cieszyn,"Śląskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-22,2026-05-22,2548147001,https://www.olx.pl/oferta/praca/osoba-do-obslugi-maszyn-cnc-CID4-ID1aLt2H.html,"Osoba do obsługi maszyn CNC"
Ksenia,"","","","","Bolesławiec","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2549167447,https://www.olx.pl/oferta/praca/pracownik-produkcji-foteli-skorzanych-CID4-ID1aLTJf.html,"Pracownik produkcji foteli skórzanych"
Artur,"","","","",Kielce,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2549424445,https://www.olx.pl/oferta/praca/zatrudnie-kierownika-produkcji-tylko-z-praktyka-CID4-ID1aLNMH.html,"zatrudnię kierownika produkcji tylko z praktyką"
"LYNK-ON SP. Z O.O.","","","","",Polkowice,"Dolnośląskie",Polska,"Kontrola jakości",1,2026-05-22,2026-05-22,2550977699,https://www.olx.pl/oferta/praca/praca-sezonowa-jako-kontroler-jakosci-CID4-ID1aLVrM.html,"Praca sezonowa jako kontroler jakości"
"Tomasz Szopinski","","","","","Solec Kujawski",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2550978203,https://www.olx.pl/oferta/praca/operator-maszyn-do-obrobki-metalu-CID4-ID1aLyV4.html,"Operator maszyn do obróbki metalu"
"Anita Dąbrowska","","","","","Tomaszów Mazowiecki","Łódzkie",Polska,Magazyn,1,2026-05-22,2026-05-22,2551030080,https://www.olx.pl/oferta/praca/zatrudnie-pracownika-magazynowego-w-drukarni-CID4-ID1aM2mD.html,"Zatrudnię pracownika magazynowego w Drukarni"
"Animex Foods Sp. z o.o. Oddział K3 w Daszynie","","","","",Daszyna,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2551133460,https://www.olx.pl/oferta/praca/zatrudnie-osobe-na-stanowisko-pracownika-produkcyjnego-z-przyuczeniem-na-stanowisko-operatora-k-m-CID4-ID1aLMsi.html,"Zatrudnię osobę na stanowisko Pracownika Produkcyj"
Piotr,"","","","","Budzyń",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2552393119,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-frezarki-m-k-CID4-ID1aM8Ud.html,"Operator Prasy Krawędziowej | Frezarki [m/k]"
"Kornelia Prefabrykacja","","","","",Gdynia,Pomorskie,Polska,"Przemysł metalowy / obróbka",1,2026-05-22,2026-05-22,2552403112,https://www.olx.pl/oferta/praca/spawacz-metoda-141-CID4-ID1aLqhs.html,"Spawacz metoda 141"
"Konrad K.","","","","",Brzeziny,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2552428697,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aLV2T.html,"Pracownik Produkcji"
"Piotr Wilamowski","","","","","Słupno",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-22,2026-05-22,2552433028,https://www.olx.pl/oferta/praca/zatrudnie-pracownika-produkcji-w-firmie-produkujacej-kampery-i-akcesoria-CID4-ID1aLXLA.html,"Zatrudnię pracownika produkcji w firmie produkując"
